arr_id,prob
5.0,96.25
69.0,55.93
9.0,94.62
28.0,75.78
115.0,14.59
100.0,0
119.0,100.00
89.0,0
92.0,0
54.0,98.19
110.0,6.55
42.0,98.23
3.0,100.00
100.0,0
110.0,17.65
83.0,0
54.0,100.00
54.0,100.00
60.0,55.08
77.0,0
110.0,17.65
97.0,0
42.0,100.00
2.0,96.61
4.0,100.00
123.0,84.58
10.0,95.41
13.0,93.42
73.0,75.35
69.0,55.93
19.0,100.00
10.0,94.62
5.0,96.25
108.0,0
73.0,63.52
16.0,82.30
82.0,0
6.0,100.00
1.0,99.02
17.0,69.70
3.0,100.00
20.0,100.00
25.0,69.12
16.0,81.29
9.0,95.41
73.0,75.35
36.0,60.47
1.0,96.86
72.0,66.37
9.0,94.62
9.0,94.62
78.0,0
84.0,0
38.0,68.24
75.0,0
3.0,100.00
8.0,100.00
9.0,94.62
30.0,88.76
69.0,57.73
80.0,0
2.0,96.61
120.0,78.69
3.0,100.00
25.0,72.75
3.0,100.00
96.0,0
60.0,51.08
43.0,86.01
4.0,100.00
10.0,77.35
108.0,0
72.0,80.80
36.0,67.26
66.0,35.93
100.0,0
47.0,64.08
42.0,98.23
6.0,100.00
1.0,100.00
4.0,100.00
52.0,91.36
38.0,72.92
12.0,85.03
36.0,48.93
12.0,80.19
8.0,100.00
83.0,0
89.0,0
8.0,95.41
116.0,38.12
4.0,100.00
107.0,12.83
26.0,89.13
2.0,96.61
68.0,28.50
25.0,69.12
119.0,100.00
70.0,37.55
54.0,98.19
49.0,45.77
65.0,25.52
4.0,100.00
122.0,71.37
88.0,0
97.0,0
101.0,0
121.0,30.22
7.0,95.41
7.0,95.41
20.0,100.00
1.0,96.25
7.0,95.41
70.0,2.15
41.0,51.56
44.0,89.55
5.0,100.00
1.0,99.02
5.0,100.00
7.0,100.00
70.0,65.82
7.0,100.00
96.0,0
108.0,0
116.0,27.49
98.0,0
7.0,95.41
2.0,96.61
73.0,75.35
38.0,71.55
6.0,98.37
2.0,96.61
47.0,49.44
118.0,15.19
24.0,61.20
78.0,0
1.0,99.02
26.0,89.13
87.0,0
87.0,0
2.0,96.61
107.0,7.32
13.0,93.42
2.0,100.00
9.0,95.41
59.0,75.70
57.0,83.22
2.0,100.00
9.0,94.62
97.0,0
43.0,87.96
108.0,11.92
119.0,96.25
36.0,77.94
9.0,94.62
12.0,80.19
116.0,49.29
5.0,96.25
7.0,100.00
73.0,75.35
51.0,91.36
78.0,0
19.0,98.85
2.0,96.61
10.0,89.93
25.0,69.12
25.0,69.12
9.0,95.41
57.0,68.46
22.0,68.75
2.0,100.00
8.0,100.00
8.0,95.41
4.0,100.00
25.0,72.75
91.0,0
64.0,20.05
121.0,27.19
122.0,53.60
80.0,0
9.0,95.41
54.0,100.00
53.0,100.00
2.0,100.00
96.0,0
47.0,72.51
51.0,98.19
56.0,78.30
40.0,83.75
27.0,84.31
8.0,100.00
107.0,7.32
12.0,80.19
85.0,0
8.0,95.41
7.0,100.00
57.0,68.46
106.0,0
50.0,20.06
34.0,82.62
30.0,88.76
24.0,71.81
105.0,0
70.0,78.11
83.0,0
3.0,100.00
2.0,100.00
107.0,27.12
108.0,0
56.0,74.96
5.0,96.25
3.0,100.00
4.0,100.00
119.0,90.79
4.0,100.00
114.0,0
19.0,100.00
49.0,46.32
71.0,100.00
6.0,100.00
62.0,83.46
2.0,96.61
3.0,100.00
