arr_id,prob
5.0,97.00
69.0,64.75
9.0,95.69
28.0,80.62
115.0,31.68
100.0,0
119.0,100.00
89.0,0
92.0,0
54.0,98.55
110.0,25.24
42.0,98.58
3.0,100.00
100.0,0
110.0,34.12
83.0,0
54.0,100.00
54.0,100.00
60.0,64.07
77.0,0
110.0,34.12
97.0,0
42.0,100.00
2.0,97.29
4.0,100.00
123.0,87.66
10.0,96.33
13.0,94.74
73.0,80.28
69.0,64.75
19.0,100.00
10.0,95.69
5.0,97.00
108.0,14.40
73.0,70.81
16.0,85.84
82.0,0
6.0,100.00
1.0,99.22
17.0,75.76
3.0,100.00
20.0,100.00
25.0,75.30
16.0,85.03
9.0,96.33
73.0,80.28
36.0,68.38
1.0,97.49
72.0,73.10
9.0,95.69
9.0,95.69
78.0,0
84.0,0
38.0,74.60
75.0,0
3.0,100.00
8.0,100.00
9.0,95.69
30.0,91.01
69.0,66.18
80.0,0
2.0,97.29
120.0,82.95
3.0,100.00
25.0,78.20
3.0,100.00
96.0,0
60.0,60.87
43.0,88.81
4.0,100.00
10.0,81.88
108.0,14.40
72.0,84.64
36.0,73.81
66.0,48.74
100.0,0
47.0,71.27
42.0,98.58
6.0,100.00
1.0,100.00
4.0,100.00
52.0,93.09
38.0,78.34
12.0,88.02
36.0,59.15
12.0,84.15
8.0,100.00
83.0,0
89.0,0
8.0,96.33
116.0,50.49
4.0,100.00
107.0,30.26
26.0,91.30
2.0,97.29
68.0,42.80
25.0,75.30
119.0,100.00
70.0,50.04
54.0,98.55
49.0,56.62
65.0,40.41
4.0,100.00
122.0,77.09
88.0,0
97.0,0
101.0,0
121.0,44.18
7.0,96.33
7.0,96.33
20.0,100.00
1.0,97.00
7.0,96.33
70.0,21.72
41.0,61.25
44.0,91.64
5.0,100.00
1.0,99.22
5.0,100.00
7.0,100.00
70.0,72.65
7.0,100.00
96.0,0
108.0,14.40
116.0,41.99
98.0,0
7.0,96.33
2.0,97.29
73.0,80.28
38.0,77.24
6.0,98.69
2.0,97.29
47.0,59.56
118.0,32.15
24.0,68.96
78.0,0
1.0,99.22
26.0,91.30
87.0,0
87.0,0
2.0,97.29
107.0,25.85
13.0,94.74
2.0,100.00
9.0,96.33
59.0,80.56
57.0,86.58
2.0,100.00
9.0,95.69
97.0,0
43.0,90.37
108.0,29.53
119.0,97.00
36.0,82.36
9.0,95.69
12.0,84.15
116.0,59.43
5.0,97.00
7.0,100.00
73.0,80.28
51.0,93.09
78.0,0
19.0,99.08
2.0,97.29
10.0,91.94
25.0,75.30
25.0,75.30
9.0,96.33
57.0,74.77
22.0,75.00
2.0,100.00
8.0,100.00
8.0,96.33
4.0,100.00
25.0,78.20
91.0,0
64.0,36.04
121.0,41.75
122.0,62.88
80.0,0
9.0,96.33
54.0,100.00
53.0,100.00
2.0,100.00
96.0,0
47.0,78.01
51.0,98.55
56.0,82.64
40.0,87.00
27.0,87.44
8.0,100.00
107.0,25.85
12.0,84.15
85.0,0
8.0,96.33
7.0,100.00
57.0,74.77
106.0,0
50.0,36.05
34.0,86.09
30.0,91.01
24.0,77.45
105.0,0
70.0,82.49
83.0,0
3.0,100.00
2.0,100.00
107.0,41.69
108.0,0
56.0,79.97
5.0,97.00
3.0,100.00
4.0,100.00
119.0,92.63
4.0,100.00
114.0,16.20
19.0,100.00
49.0,57.05
71.0,100.00
6.0,100.00
62.0,86.77
2.0,97.29
3.0,100.00
73.0,80.28
77.0,0
92.0,0
74.0,44.06
81.0,0
26.0,91.30
120.0,79.45
73.0,80.28
104.0,0
96.0,0
4.0,100.00
10.0,92.91
65.0,40.41
109.0,29.05
40.0,87.51
25.0,75.30
118.0,32.15
101.0,0
2.0,97.29
71.0,100.00
20.0,100.00
1.0,99.22
119.0,92.63
25.0,75.30
2.0,97.29
3.0,100.00
120.0,76.14
106.0,0
55.0,93.25
6.0,100.00
19.0,99.08
25.0,75.30
1.0,99.22
7.0,96.33
37.0,68.38
26.0,91.30
14.0,91.21
71.0,44.06
26.0,91.30
42.0,100.00
115.0,39.68
73.0,80.28
57.0,82.07
21.0,81.54
63.0,70.46
4.0,100.00
20.0,100.00
15.0,93.11
107.0,39.56
25.0,75.30
121.0,62.90
31.0,83.76
121.0,61.95
2.0,100.00
2.0,97.29
1.0,99.22
2.0,97.29
10.0,93.22
84.0,0
25.0,75.30
92.0,0
98.0,0
122.0,62.88
44.0,77.51
76.0,0
101.0,0
54.0,100.00
3.0,100.00
106.0,0
3.0,100.00
42.0,100.00
101.0,0
69.0,71.98
9.0,96.33
3.0,100.00
100.0,0
69.0,69.31
107.0,25.85
79.0,0
120.0,79.45
1.0,99.22
119.0,82.92
8.0,100.00
56.0,82.64
78.0,0
5.0,98.69
5.0,97.00
4.0,100.00
70.0,43.19
33.0,85.74
2.0,99.22
12.0,84.15
24.0,78.20
83.0,0
108.0,14.64
71.0,86.87
25.0,78.20
3.0,100.00
1.0,99.22
9.0,95.69
1.0,100.00
15.0,89.11
10.0,92.91
19.0,100.00
122.0,52.84
4.0,100.00
68.0,45.33
16.0,85.84
76.0,0
73.0,80.28
119.0,100.00
108.0,19.74
65.0,48.74
20.0,100.00
20.0,100.00
68.0,68.01
4.0,100.00
5.0,100.00
76.0,0
1.0,99.22
46.0,78.21
39.0,82.35
25.0,75.30
47.0,71.27
54.0,100.00
18.0,74.91
100.0,0
25.0,78.20
7.0,100.00
86.0,0
101.0,0
122.0,77.49
80.0,0
92.0,0
105.0,0
72.0,85.23
4.0,100.00
12.0,84.15
50.0,60.87
19.0,100.00
83.0,0
106.0,0
94.0,0
117.0,31.92
4.0,100.00
15.0,92.75
116.0,53.22
19.0,100.00
4.0,100.00
26.0,91.30
83.0,0
3.0,98.69
9.0,96.33
7.0,100.00
100.0,0
15.0,94.51
59.0,75.38
120.0,82.95
25.0,75.30
103.0,0
120.0,79.45
25.0,75.30
4.0,100.00
10.0,93.22
6.0,100.00
101.0,0
2.0,99.22
122.0,87.66
3.0,100.00
42.0,94.14
108.0,6.31
100.0,0
6.0,100.00
22.0,83.37
4.0,100.00
79.0,0
11.0,93.22
22.0,83.25
35.0,86.09
53.0,86.09
25.0,75.30
118.0,28.73
46.0,66.77
8.0,100.00
119.0,92.63
3.0,98.69
2.0,97.29
61.0,78.64
116.0,46.00
2.0,97.29
100.0,0
100.0,0
4.0,100.00
25.0,75.30
54.0,87.91
79.0,0
3.0,100.00
49.0,57.37
25.0,75.30
116.0,44.19
71.0,86.87
10.0,89.17
