arr_id,prob
5.0,97.50
9.0,96.41
69.0,70.62
100.0,0
115.0,43.06
28.0,83.85
119.0,100.00
92.0,0
33.0,88.44
89.0,0
54.0,98.79
3.0,100.00
100.0,0
10.0,92.69
42.0,98.82
110.0,37.70
110.0,45.10
60.0,70.06
83.0,0
54.0,100.00
97.0,0
77.0,0
54.0,100.00
110.0,45.10
42.0,100.00
2.0,97.74
4.0,100.00
10.0,96.94
13.0,95.61
123.0,89.72
73.0,83.56
10.0,96.41
19.0,100.00
5.0,97.50
108.0,28.66
69.0,70.62
6.0,100.00
17.0,79.80
1.0,99.35
3.0,100.00
25.0,79.42
20.0,100.00
16.0,88.20
16.0,87.52
73.0,75.68
82.0,0
1.0,97.91
9.0,96.41
9.0,96.94
73.0,83.56
9.0,96.41
38.0,78.83
75.0,0
72.0,77.58
36.0,73.65
84.0,0
78.0,0.16
8.0,100.00
9.0,96.41
25.0,81.83
3.0,100.00
2.0,97.74
69.0,71.82
120.0,85.79
80.0,0
3.0,100.00
30.0,92.51
3.0,100.00
100.0,0
43.0,90.68
4.0,100.00
72.0,87.20
10.0,84.90
36.0,78.18
96.0,0
108.0,28.66
66.0,57.28
60.0,67.39
42.0,98.82
47.0,76.05
4.0,100.00
1.0,100.00
38.0,81.95
6.0,100.00
52.0,94.24
83.0,0
4.0,100.00
8.0,100.00
36.0,65.96
12.0,90.02
8.0,96.94
116.0,58.74
107.0,41.89
89.0,0
122.0,80.91
88.0,0
119.0,100.00
70.0,58.37
2.0,97.74
4.0,100.00
25.0,79.42
54.0,98.79
97.0,0
68.0,52.34
26.0,92.75
49.0,63.85
65.0,50.35
101.0,0
70.0,34.76
7.0,96.94
7.0,96.94
7.0,96.94
121.0,53.48
41.0,67.71
1.0,97.50
20.0,100.00
44.0,93.03
1.0,99.35
7.0,100.00
5.0,100.00
5.0,100.00
7.0,100.00
70.0,77.21
116.0,51.66
108.0,28.66
96.0,0
98.0,0
6.0,98.91
73.0,83.56
7.0,96.94
2.0,97.74
47.0,66.30
78.0,7.85
53.0,90.42
38.0,81.04
2.0,97.74
24.0,74.13
1.0,99.35
2.0,97.74
12.0,86.48
107.0,38.21
26.0,92.75
13.0,95.61
87.0,0
7.0,96.94
87.0,0
97.0,0
2.0,100.00
57.0,88.81
9.0,96.41
9.0,96.94
2.0,100.00
59.0,83.80
108.0,41.28
36.0,85.30
43.0,91.97
119.0,97.50
9.0,96.41
5.0,97.50
116.0,66.19
12.0,86.79
2.0,100.00
73.0,83.56
51.0,94.24
7.0,100.00
78.0,2.99
25.0,79.42
19.0,99.24
10.0,93.28
2.0,97.74
9.0,96.94
57.0,78.98
25.0,79.42
8.0,100.00
2.0,100.00
25.0,81.83
64.0,46.70
4.0,100.00
122.0,69.07
8.0,96.94
80.0,0
22.0,79.17
121.0,51.46
91.0,0
53.0,100.00
9.0,96.94
47.0,81.67
54.0,100.00
2.0,100.00
96.0,0
51.0,98.79
56.0,85.53
40.0,89.17
27.0,89.54
8.0,100.00
107.0,38.21
12.0,86.79
44.0,89.40
7.0,100.00
50.0,46.71
8.0,96.94
34.0,88.41
57.0,78.98
30.0,92.51
85.0,0
106.0,0
105.0,0
24.0,81.21
3.0,100.00
70.0,85.41
2.0,100.00
83.0,0
56.0,83.30
107.0,51.41
108.0,12.30
3.0,100.00
4.0,100.00
119.0,93.86
5.0,97.50
4.0,100.00
114.0,30.16
19.0,100.00
71.0,100.00
49.0,64.21
6.0,100.00
62.0,88.97
35.0,85.87
3.0,100.00
73.0,83.56
2.0,97.74
92.0,0
77.0,0
74.0,53.39
81.0,0
26.0,92.75
10.0,94.09
104.0,0
65.0,50.35
120.0,82.88
4.0,100.00
40.0,89.59
96.0,0
73.0,83.56
118.0,43.46
25.0,79.42
101.0,0
109.0,40.87
119.0,93.86
3.0,100.00
1.0,99.35
2.0,97.74
55.0,94.38
2.0,97.74
20.0,100.00
25.0,79.42
106.0,0
71.0,100.00
120.0,80.12
37.0,73.65
7.0,96.94
19.0,99.24
1.0,99.35
26.0,92.75
6.0,100.00
25.0,79.42
26.0,92.75
71.0,53.39
14.0,92.68
115.0,49.73
42.0,100.00
63.0,75.38
21.0,84.62
57.0,85.06
73.0,83.56
104.0,0
107.0,49.63
4.0,100.00
73.0,83.56
20.0,100.00
25.0,79.42
121.0,69.09
31.0,86.46
121.0,68.29
15.0,94.26
101.0,0
1.0,99.35
25.0,79.42
2.0,97.74
84.0,0
10.0,94.35
2.0,100.00
2.0,97.74
92.0,0
98.0,0
122.0,69.07
44.0,81.26
76.0,0
54.0,100.00
106.0,2.94
3.0,100.00
3.0,100.00
42.0,100.00
101.0,0
69.0,76.65
3.0,100.00
9.0,96.94
107.0,38.21
69.0,74.42
100.0,0
79.0,0
120.0,82.88
119.0,85.77
8.0,100.00
56.0,85.53
1.0,99.35
78.0,0
106.0,0
4.0,100.00
2.0,99.35
5.0,98.91
70.0,52.66
5.0,97.50
83.0,0
33.0,88.12
25.0,81.83
12.0,86.79
71.0,89.06
108.0,28.86
24.0,81.83
16.0,88.20
1.0,100.00
15.0,90.92
68.0,54.45
4.0,100.00
10.0,94.09
1.0,99.35
3.0,100.00
19.0,100.00
9.0,96.41
57.0,85.10
122.0,60.70
76.0,0
73.0,83.56
119.0,100.00
108.0,33.12
65.0,57.28
20.0,100.00
20.0,100.00
46.0,81.84
68.0,73.34
5.0,100.00
76.0,0
1.0,99.35
4.0,100.00
39.0,85.29
18.0,79.09
25.0,79.42
47.0,76.05
54.0,100.00
100.0,0
92.0,0
7.0,100.00
25.0,81.83
122.0,81.24
101.0,0
86.0,0
80.0,0
105.0,0
12.0,86.79
4.0,100.00
106.0,0
19.0,100.00
50.0,67.39
72.0,87.69
83.0,0
94.0,0
117.0,43.26
19.0,100.00
15.0,93.96
4.0,100.00
4.0,100.00
26.0,92.75
83.0,0
116.0,61.02
120.0,85.79
3.0,98.91
100.0,0
7.0,100.00
9.0,96.94
25.0,79.42
15.0,95.43
