arr_id,prob
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,100.00
2.0,97.29
2.0,97.29
2.0,97.29
2.0,97.29
2.0,100.00
2.0,97.29
2.0,100.00
2.0,100.00
2.0,100.00
2.0,97.29
2.0,100.00
2.0,100.00
2.0,100.00
2.0,100.00
4.0,100.00
2.0,100.00
2.0,97.29
2.0,97.29
2.0,97.29
1.0,97.29
2.0,100.00
4.0,100.00
2.0,100.00
3.0,100.00
2.0,97.29
2.0,97.29
2.0,100.00
2.0,97.29
2.0,97.29
1.0,99.22
2.0,97.29
3.0,100.00
3.0,100.00
2.0,100.00
3.0,100.00
4.0,100.00
4.0,100.00
2.0,97.29
2.0,100.00
4.0,100.00
4.0,100.00
2.0,97.29
2.0,99.22
2.0,97.29
4.0,100.00
1.0,99.22
3.0,100.00
2.0,100.00
2.0,100.00
3.0,100.00
2.0,100.00
4.0,100.00
1.0,99.22
4.0,100.00
1.0,99.22
2.0,100.00
4.0,100.00
2.0,99.22
2.0,100.00
4.0,100.00
2.0,99.22
2.0,100.00
1.0,99.22
2.0,100.00
2.0,99.22
4.0,100.00
3.0,100.00
1.0,100.00
4.0,100.00
1.0,99.22
2.0,99.22
1.0,100.00
2.0,99.22
3.0,100.00
3.0,100.00
4.0,100.00
3.0,100.00
2.0,100.00
4.0,100.00
4.0,100.00
4.0,100.00
1.0,99.22
3.0,100.00
4.0,100.00
4.0,100.00
1.0,99.22
1.0,99.22
4.0,100.00
3.0,100.00
2.0,99.22
1.0,99.22
3.0,100.00
1.0,99.22
1.0,100.00
4.0,100.00
1.0,100.00
3.0,100.00
2.0,99.22
4.0,100.00
3.0,100.00
3.0,100.00
3.0,100.00
4.0,100.00
2.0,99.22
4.0,100.00
3.0,100.00
4.0,100.00
1.0,99.22
1.0,99.22
3.0,100.00
1.0,99.22
1.0,100.00
1.0,99.22
4.0,100.00
4.0,100.00
3.0,100.00
3.0,100.00
1.0,99.22
3.0,100.00
2.0,99.22
3.0,100.00
4.0,100.00
4.0,100.00
3.0,100.00
4.0,100.00
1.0,99.22
1.0,99.22
1.0,99.22
1.0,100.00
4.0,100.00
1.0,99.22
3.0,100.00
3.0,100.00
3.0,100.00
3.0,100.00
4.0,100.00
3.0,100.00
4.0,100.00
1.0,99.22
4.0,100.00
3.0,100.00
1.0,99.22
3.0,100.00
1.0,99.22
4.0,100.00
3.0,100.00
3.0,100.00
1.0,99.22
3.0,100.00
4.0,100.00
1.0,99.22
4.0,100.00
1.0,99.22
4.0,100.00
1.0,100.00
3.0,100.00
1.0,99.22
3.0,100.00
3.0,100.00
4.0,100.00
1.0,97.49
3.0,100.00
4.0,100.00
1.0,99.22
1.0,99.22
3.0,100.00
3.0,100.00
4.0,100.00
1.0,99.22
1.0,100.00
1.0,99.22
4.0,100.00
1.0,99.22
1.0,99.22
4.0,100.00
