arr_id,prob
69.0,70.62
5.0,97.50
9.0,96.41
115.0,43.06
89.0,0
28.0,83.85
100.0,0
92.0,0
119.0,100.00
100.0,0
3.0,100.00
54.0,98.79
110.0,37.70
42.0,98.82
110.0,45.10
110.0,45.10
54.0,100.00
97.0,0
83.0,0
60.0,70.06
54.0,100.00
77.0,0
42.0,100.00
4.0,100.00
10.0,96.94
123.0,89.72
2.0,97.74
5.0,97.50
10.0,96.41
73.0,83.56
19.0,100.00
69.0,70.62
108.0,28.66
20.0,100.00
6.0,100.00
3.0,100.00
73.0,75.68
1.0,99.35
17.0,79.80
16.0,88.20
82.0,0
25.0,79.42
16.0,87.52
9.0,96.41
9.0,96.94
1.0,97.91
73.0,83.56
36.0,73.65
9.0,96.41
38.0,78.83
72.0,77.58
84.0,0
75.0,0
78.0,0.16
120.0,85.79
9.0,96.41
3.0,100.00
8.0,100.00
25.0,81.83
80.0,0
3.0,100.00
2.0,97.74
69.0,71.82
30.0,92.51
3.0,100.00
96.0,0
4.0,100.00
66.0,57.28
47.0,76.05
36.0,78.18
10.0,84.90
43.0,90.68
100.0,0
60.0,67.39
42.0,98.82
108.0,28.66
72.0,87.20
1.0,100.00
6.0,100.00
38.0,81.95
52.0,94.24
4.0,100.00
4.0,100.00
12.0,86.79
107.0,41.89
8.0,96.94
8.0,100.00
83.0,0
116.0,58.74
12.0,90.02
89.0,0
36.0,65.96
122.0,80.91
2.0,97.74
65.0,50.35
119.0,100.00
54.0,98.79
4.0,100.00
70.0,58.37
49.0,63.85
88.0,0
25.0,79.42
97.0,0
26.0,92.75
68.0,52.34
101.0,0
7.0,96.94
20.0,100.00
1.0,97.50
70.0,34.76
7.0,96.94
121.0,53.48
41.0,67.71
7.0,96.94
44.0,93.03
1.0,99.35
5.0,100.00
5.0,100.00
7.0,100.00
7.0,100.00
116.0,51.66
96.0,0
70.0,77.21
108.0,28.66
7.0,96.94
6.0,98.91
2.0,97.74
73.0,83.56
2.0,97.74
47.0,66.30
98.0,0
24.0,74.13
38.0,81.04
118.0,43.46
78.0,7.85
1.0,99.35
2.0,97.74
26.0,92.75
87.0,0
13.0,95.61
87.0,0
107.0,38.21
97.0,0
2.0,100.00
59.0,83.80
9.0,96.41
119.0,97.50
2.0,100.00
9.0,96.94
57.0,88.81
43.0,91.97
108.0,41.28
36.0,85.30
12.0,86.79
9.0,96.41
7.0,100.00
73.0,83.56
5.0,97.50
116.0,66.19
51.0,94.24
78.0,2.99
19.0,99.24
2.0,97.74
25.0,79.42
25.0,79.42
10.0,93.28
9.0,96.94
57.0,78.98
64.0,46.70
8.0,100.00
25.0,81.83
8.0,96.94
22.0,79.17
4.0,100.00
