arr_id,prob
5.0,97.50
69.0,70.62
28.0,83.85
9.0,96.41
100.0,0
92.0,0
115.0,43.06
89.0,0
119.0,100.00
3.0,100.00
54.0,98.79
110.0,45.10
100.0,0
110.0,37.70
10.0,92.69
42.0,98.82
83.0,0
77.0,0
54.0,100.00
97.0,0
54.0,100.00
60.0,70.06
110.0,45.10
42.0,100.00
123.0,89.72
10.0,96.94
4.0,100.00
2.0,97.74
13.0,95.61
73.0,83.56
10.0,96.41
19.0,100.00
5.0,97.50
69.0,70.62
108.0,28.66
3.0,100.00
73.0,75.68
6.0,100.00
1.0,99.35
25.0,79.42
20.0,100.00
16.0,88.20
17.0,79.80
82.0,0
16.0,87.52
9.0,96.94
72.0,77.58
1.0,97.91
9.0,96.41
84.0,0
73.0,83.56
9.0,96.41
36.0,73.65
75.0,0
78.0,0.16
38.0,78.83
9.0,96.41
2.0,97.74
30.0,92.51
3.0,100.00
8.0,100.00
25.0,81.83
120.0,85.79
80.0,0
69.0,71.82
3.0,100.00
3.0,100.00
4.0,100.00
96.0,0
100.0,0
10.0,84.90
36.0,78.18
72.0,87.20
108.0,28.66
43.0,90.68
66.0,57.28
42.0,98.82
47.0,76.05
60.0,67.39
1.0,100.00
6.0,100.00
4.0,100.00
38.0,81.95
52.0,94.24
83.0,0
4.0,100.00
89.0,0
8.0,100.00
12.0,86.79
36.0,65.96
8.0,96.94
12.0,90.02
107.0,41.89
116.0,58.74
101.0,0
2.0,97.74
68.0,52.34
119.0,100.00
88.0,0
122.0,80.91
54.0,98.79
70.0,58.37
49.0,63.85
97.0,0
4.0,100.00
25.0,79.42
26.0,92.75
65.0,50.35
70.0,34.76
7.0,96.94
7.0,96.94
1.0,97.50
121.0,53.48
7.0,96.94
41.0,67.71
20.0,100.00
44.0,93.03
1.0,99.35
7.0,100.00
5.0,100.00
5.0,100.00
108.0,28.66
70.0,77.21
7.0,100.00
96.0,0
2.0,97.74
73.0,83.56
7.0,96.94
2.0,97.74
6.0,98.91
24.0,74.13
78.0,7.85
118.0,43.46
47.0,66.30
98.0,0
38.0,81.04
7.0,96.94
2.0,97.74
107.0,38.21
87.0,0
26.0,92.75
1.0,99.35
13.0,95.61
87.0,0
9.0,96.41
97.0,0
2.0,100.00
2.0,100.00
57.0,88.81
119.0,97.50
43.0,91.97
9.0,96.94
108.0,41.28
36.0,85.30
59.0,83.80
12.0,86.79
9.0,96.41
116.0,66.19
73.0,83.56
7.0,100.00
5.0,97.50
51.0,94.24
78.0,2.99
19.0,99.24
25.0,79.42
9.0,96.94
10.0,93.28
25.0,79.42
57.0,78.98
2.0,97.74
8.0,100.00
64.0,46.70
2.0,100.00
8.0,96.94
22.0,79.17
25.0,81.83
122.0,69.07
4.0,100.00
91.0,0
80.0,0
121.0,51.46
9.0,96.94
2.0,100.00
54.0,100.00
53.0,100.00
47.0,81.67
51.0,98.79
96.0,0
56.0,85.53
40.0,89.17
27.0,89.54
8.0,100.00
106.0,0
12.0,86.79
85.0,0
44.0,89.40
7.0,100.00
107.0,38.21
30.0,92.51
57.0,78.98
24.0,81.21
8.0,96.94
34.0,88.41
50.0,46.71
105.0,0
70.0,85.41
83.0,0
3.0,100.00
56.0,83.30
2.0,100.00
108.0,12.30
107.0,51.41
4.0,100.00
3.0,100.00
119.0,93.86
114.0,30.16
4.0,100.00
5.0,97.50
19.0,100.00
6.0,100.00
62.0,88.97
49.0,64.21
71.0,100.00
73.0,83.56
2.0,97.74
3.0,100.00
77.0,0
92.0,0
74.0,53.39
81.0,0
26.0,92.75
40.0,89.59
10.0,94.09
118.0,43.46
65.0,50.35
4.0,100.00
120.0,82.88
25.0,79.42
96.0,0
73.0,83.56
104.0,0
101.0,0
109.0,40.87
25.0,79.42
1.0,99.35
2.0,97.74
2.0,97.74
20.0,100.00
55.0,94.38
106.0,0
