arr_id,prob
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,100.00
2.0,97.74
2.0,97.74
2.0,97.74
2.0,97.74
2.0,100.00
2.0,97.74
2.0,100.00
2.0,100.00
2.0,100.00
2.0,97.74
2.0,100.00
2.0,100.00
2.0,100.00
2.0,100.00
4.0,100.00
2.0,100.00
2.0,97.74
2.0,97.74
2.0,97.74
1.0,97.74
2.0,100.00
4.0,100.00
2.0,100.00
3.0,100.00
2.0,97.74
2.0,97.74
2.0,100.00
2.0,97.74
2.0,97.74
1.0,99.35
2.0,97.74
3.0,100.00
3.0,100.00
2.0,100.00
3.0,100.00
4.0,100.00
4.0,100.00
2.0,97.74
2.0,100.00
4.0,100.00
4.0,100.00
2.0,97.74
2.0,99.35
2.0,97.74
4.0,100.00
1.0,99.35
3.0,100.00
2.0,100.00
2.0,100.00
3.0,100.00
2.0,100.00
4.0,100.00
1.0,99.35
4.0,100.00
1.0,99.35
2.0,100.00
4.0,100.00
2.0,99.35
2.0,100.00
4.0,100.00
2.0,99.35
2.0,100.00
1.0,99.35
2.0,100.00
2.0,99.35
4.0,100.00
3.0,100.00
1.0,100.00
4.0,100.00
1.0,99.35
2.0,99.35
1.0,100.00
2.0,99.35
3.0,100.00
3.0,100.00
4.0,100.00
3.0,100.00
2.0,100.00
4.0,100.00
4.0,100.00
4.0,100.00
1.0,99.35
3.0,100.00
4.0,100.00
4.0,100.00
1.0,99.35
1.0,99.35
4.0,100.00
3.0,100.00
2.0,99.35
1.0,99.35
3.0,100.00
1.0,99.35
1.0,100.00
4.0,100.00
1.0,100.00
3.0,100.00
2.0,99.35
4.0,100.00
3.0,100.00
3.0,100.00
3.0,100.00
4.0,100.00
2.0,99.35
4.0,100.00
3.0,100.00
4.0,100.00
1.0,99.35
1.0,99.35
3.0,100.00
1.0,99.35
1.0,100.00
1.0,99.35
4.0,100.00
4.0,100.00
3.0,100.00
3.0,100.00
1.0,99.35
3.0,100.00
2.0,99.35
3.0,100.00
4.0,100.00
4.0,100.00
3.0,100.00
4.0,100.00
1.0,99.35
1.0,99.35
1.0,99.35
1.0,100.00
4.0,100.00
1.0,99.35
3.0,100.00
3.0,100.00
3.0,100.00
3.0,100.00
4.0,100.00
3.0,100.00
4.0,100.00
1.0,99.35
4.0,100.00
3.0,100.00
1.0,99.35
3.0,100.00
1.0,99.35
4.0,100.00
3.0,100.00
3.0,100.00
1.0,99.35
3.0,100.00
4.0,100.00
1.0,99.35
4.0,100.00
1.0,99.35
4.0,100.00
1.0,100.00
3.0,100.00
1.0,99.35
3.0,100.00
3.0,100.00
4.0,100.00
1.0,97.91
3.0,100.00
4.0,100.00
1.0,99.35
1.0,99.35
3.0,100.00
3.0,100.00
4.0,100.00
1.0,99.35
1.0,100.00
1.0,99.35
4.0,100.00
1.0,99.35
1.0,99.35
4.0,100.00
4.0,100.00
4.0,100.00
1.0,99.35
3.0,100.00
3.0,100.00
3.0,100.00
1.0,99.35
4.0,100.00
1.0,97.91
3.0,100.00
4.0,100.00
1.0,99.35
1.0,100.00
4.0,100.00
1.0,99.35
4.0,100.00
4.0,100.00
1.0,99.35
4.0,100.00
1.0,99.35
4.0,100.00
1.0,99.35
1.0,99.35
3.0,100.00
4.0,100.00
4.0,100.00
4.0,100.00
4.0,100.00
1.0,99.35
4.0,100.00
3.0,99.35
3.0,100.00
3.0,100.00
3.0,100.00
4.0,100.00
1.0,97.91
3.0,100.00
1.0,97.91
3.0,100.00
1.0,99.35
4.0,100.00
4.0,100.00
4.0,100.00
3.0,100.00
3.0,99.35
4.0,100.00
4.0,100.00
3.0,100.00
4.0,100.00
4.0,100.00
1.0,99.35
3.0,100.00
4.0,100.00
4.0,100.00
3.0,99.35
3.0,100.00
4.0,100.00
4.0,100.00
1.0,98.91
1.0,97.91
4.0,100.00
3.0,98.91
1.0,98.91
1.0,98.91
3.0,100.00
3.0,98.91
4.0,100.00
3.0,100.00
1.0,97.50
3.0,100.00
4.0,100.00
1.0,97.91
3.0,98.91
3.0,98.91
5.0,98.91
5.0,98.91
5.0,98.91
3.0,98.91
1.0,97.50
5.0,98.91
3.0,98.91
3.0,100.00
4.0,100.00
3.0,98.91
3.0,98.91
3.0,100.00
3.0,98.91
5.0,98.50
3.0,100.00
1.0,97.50
3.0,98.91
5.0,98.91
5.0,98.50
1.0,97.50
6.0,98.91
5.0,97.50
6.0,98.91
5.0,97.50
1.0,97.50
5.0,98.50
6.0,98.91
6.0,98.91
5.0,97.50
5.0,97.50
5.0,98.91
5.0,98.50
5.0,97.50
5.0,97.50
6.0,98.91
5.0,97.50
6.0,98.50
5.0,97.50
6.0,98.50
5.0,97.50
5.0,97.50
4.0,100.00
6.0,100.00
5.0,97.50
6.0,100.00
6.0,100.00
6.0,100.00
5.0,97.50
5.0,100.00
6.0,100.00
5.0,100.00
6.0,100.00
6.0,100.00
6.0,100.00
6.0,100.00
5.0,100.00
5.0,100.00
6.0,100.00
7.0,100.00
6.0,100.00
6.0,100.00
5.0,100.00
5.0,100.00
6.0,100.00
5.0,100.00
6.0,100.00
5.0,100.00
6.0,100.00
6.0,100.00
6.0,100.00
5.0,100.00
7.0,100.00
6.0,100.00
5.0,100.00
5.0,100.00
6.0,100.00
5.0,100.00
6.0,100.00
5.0,100.00
7.0,100.00
6.0,100.00
7.0,100.00
5.0,100.00
5.0,100.00
5.0,100.00
6.0,100.00
7.0,100.00
6.0,100.00
5.0,100.00
7.0,100.00
7.0,100.00
5.0,100.00
8.0,100.00
8.0,100.00
7.0,100.00
5.0,100.00
7.0,100.00
5.0,100.00
7.0,100.00
7.0,100.00
5.0,100.00
5.0,100.00
8.0,100.00
8.0,100.00
7.0,100.00
7.0,100.00
8.0,100.00
7.0,100.00
8.0,100.00
7.0,100.00
7.0,100.00
7.0,100.00
7.0,100.00
8.0,100.00
8.0,100.00
7.0,100.00
7.0,100.00
8.0,100.00
7.0,100.00
7.0,100.00
8.0,100.00
8.0,100.00
7.0,100.00
8.0,100.00
7.0,100.00
8.0,100.00
8.0,100.00
7.0,100.00
8.0,100.00
8.0,100.00
8.0,100.00
8.0,100.00
8.0,100.00
7.0,100.00
7.0,100.00
8.0,100.00
7.0,96.94
8.0,100.00
8.0,100.00
7.0,96.94
7.0,96.94
7.0,96.94
8.0,100.00
7.0,96.94
7.0,96.94
8.0,96.94
8.0,92.69
7.0,96.94
7.0,96.94
7.0,96.94
8.0,96.94
8.0,96.94
8.0,96.94
8.0,96.94
7.0,96.94
8.0,96.94
8.0,96.94
8.0,96.94
7.0,96.94
9.0,96.94
7.0,96.94
10.0,92.69
9.0,96.94
9.0,96.94
10.0,96.94
9.0,96.94
9.0,96.94
9.0,96.94
9.0,96.94
9.0,96.94
10.0,92.69
9.0,96.94
10.0,96.94
9.0,96.41
9.0,96.94
10.0,92.69
10.0,92.69
9.0,96.41
9.0,96.41
9.0,96.41
9.0,96.41
10.0,92.69
9.0,96.41
9.0,96.41
9.0,96.41
9.0,96.41
9.0,96.41
9.0,96.41
9.0,96.41
9.0,96.41
9.0,96.41
10.0,94.09
9.0,96.41
9.0,96.41
10.0,92.69
9.0,96.41
10.0,94.09
10.0,96.41
10.0,96.41
10.0,96.41
10.0,96.41
10.0,96.41
10.0,94.09
10.0,93.28
10.0,94.09
10.0,93.28
10.0,90.97
10.0,93.28
10.0,84.90
10.0,94.35
10.0,84.90
10.0,91.83
11.0,92.01
10.0,94.35
12.0,93.28
10.0,94.35
11.0,89.17
10.0,91.83
12.0,90.02
11.0,92.27
12.0,90.02
11.0,89.17
12.0,90.02
12.0,90.02
11.0,89.17
12.0,92.17
12.0,90.02
12.0,92.17
11.0,94.35
12.0,86.79
12.0,86.79
11.0,99.24
12.0,92.17
12.0,92.17
12.0,86.79
15.0,89.17
12.0,86.79
12.0,86.79
12.0,92.17
15.0,93.17
12.0,92.17
12.0,86.79
12.0,86.79
12.0,86.79
12.0,86.79
15.0,95.43
12.0,86.79
12.0,86.79
12.0,86.79
12.0,86.79
12.0,86.79
12.0,86.48
12.0,86.79
12.0,86.79
20.0,99.24
12.0,86.79
12.0,86.48
12.0,86.79
19.0,99.24
12.0,86.48
12.0,86.48
13.0,95.61
12.0,86.48
19.0,99.24
19.0,99.24
12.0,92.17
19.0,99.24
15.0,95.43
20.0,100.00
20.0,100.00
19.0,100.00
19.0,99.24
19.0,100.00
13.0,92.17
19.0,100.00
19.0,100.00
19.0,100.00
20.0,100.00
19.0,100.00
20.0,100.00
12.0,84.23
20.0,100.00
19.0,100.00
20.0,100.00
19.0,100.00
19.0,100.00
19.0,100.00
20.0,100.00
12.0,84.23
19.0,100.00
20.0,100.00
19.0,100.00
19.0,100.00
19.0,100.00
19.0,100.00
20.0,100.00
20.0,100.00
20.0,100.00
19.0,100.00
19.0,100.00
19.0,100.00
20.0,100.00
16.0,87.52
14.0,100.00
16.0,88.20
15.0,96.39
16.0,88.20
13.0,95.61
12.0,84.23
22.0,79.17
15.0,94.26
13.0,95.61
22.0,79.17
13.0,95.61
22.0,79.17
14.0,100.00
13.0,95.61
22.0,79.17
16.0,79.52
16.0,88.20
22.0,86.14
22.0,79.17
15.0,94.26
21.0,89.78
15.0,94.26
22.0,86.14
22.0,86.14
16.0,90.92
15.0,93.96
15.0,93.96
15.0,93.96
15.0,93.96
15.0,93.96
15.0,94.26
15.0,93.96
22.0,86.14
14.0,95.61
93.0,85.12
15.0,93.96
14.0,96.39
16.0,79.52
22.0,79.17
36.0,65.96
16.0,90.92
21.0,89.78
93.0,82.09
22.0,81.26
97.0,72.19
22.0,81.26
93.0,82.09
36.0,65.96
97.0,72.19
37.0,73.65
37.0,73.65
15.0,90.92
16.0,86.56
21.0,89.78
14.0,92.68
22.0,86.04
21.0,89.78
36.0,78.18
14.0,92.68
36.0,65.96
36.0,73.65
97.0,72.19
14.0,92.68
16.0,86.73
94.0,85.12
36.0,73.65
44.0,81.26
22.0,80.37
14.0,92.68
36.0,73.65
97.0,86.33
14.0,83.85
22.0,80.59
14.0,84.62
30.0,92.51
33.0,80.59
17.0,86.54
16.0,86.09
94.0,82.09
21.0,84.62
38.0,81.95
17.0,90.92
16.0,86.09
44.0,78.07
37.0,73.65
21.0,84.62
29.0,83.85
37.0,85.29
97.0,78.53
36.0,82.45
94.0,86.33
33.0,80.59
30.0,92.51
28.0,84.62
97.0,75.23
44.0,82.57
97.0,78.53
28.0,83.85
94.0,88.89
29.0,95.32
17.0,86.06
17.0,86.06
33.0,88.44
98.0,84.32
28.0,100.00
29.0,95.32
98.0,84.32
44.0,93.03
36.0,85.30
33.0,86.35
44.0,82.81
40.0,92.37
38.0,78.83
33.0,88.44
73.0,83.56
73.0,83.56
29.0,100.00
73.0,83.56
73.0,83.56
73.0,83.56
73.0,83.56
73.0,85.93
30.0,92.51
33.0,88.12
73.0,83.56
73.0,83.56
39.0,85.29
73.0,83.56
73.0,83.56
73.0,83.56
73.0,83.56
73.0,83.56
73.0,83.56
73.0,83.56
73.0,83.56
98.0,85.88
38.0,81.95
73.0,83.56
73.0,83.56
33.0,88.44
73.0,83.56
73.0,83.56
28.0,99.64
73.0,83.56
97.0,85.88
32.0,88.44
98.0,84.32
29.0,95.32
39.0,85.29
28.0,100.00
99.0,88.89
39.0,85.29
73.0,83.56
28.0,100.00
28.0,99.64
